	anno	departamento	zona	regimen_de_administradora	sexo	etapas_ciclo_vital	tipo_de_usuario	nivel_sisben	conteo_de_administradoras	conteo_de_prestadores	costo_procedimiento	neto_a_pagar_-_consulta	numero_de_atenciones	numero_personas_atendidas	valor_consulta	valor_cuota_moderadora_-_consulta
30692	2010	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	149600.0	8	1	149600.0	0.0
30693	2010	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	5 - OTRO	NO REPORTADO	2	2	0	75060.0	9	3	75060.0	0.0
30694	2010	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	2	4	0	232864.0	13	4	9600231454.0	90.0
30695	2010	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO APLICA	1	1	0	0.0	1	1	0.0	0.0
30696	2010	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO APLICA	2	1	0	40000.0	2	2	3230323030.0	30.0
30697	2010	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	2	2	29460	34150.0	5	2	34150.0	0.0
30698	2010	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NIVEL 2	1	1	76100	34900.0	11	1	34900.0	0.0
30700	2010	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO APLICA	3	4	0	34150.0	7	5	34150.0	0.0
30701	2010	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	5	13	502265	326313.0	104	31	332613.0	6300.0
30703	2010	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	2	1	0	80000.0	4	2	6460646060.0	60.0
30704	2010	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	2	2	0	92750.0	4	2	6462755810.0	60.0
30705	2010	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	2	2	0	65750.0	3	2	6460631810.0	60.0
30706	2010	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	3	4	0	277450.0	12	7	9897258940.0	90.0
30712	2010	70 - Sucre	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	2	2	0	23600.0	2	2	23600.0	0.0
30713	2010	70 - Sucre	Rural	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	11520.0	1	1	11520.0	0.0
30714	2010	70 - Sucre	Rural	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	2	2	0	159900.0	8	2	21975771810.0	210.0
30715	2011	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NIVEL 2	2	3	0	74530.0	6	2	78730.0	4200.0
30716	2011	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	4	6	242785	218250.0	36	9	234850.0	16600.0
30718	2011	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 2	1	1	0	21400.0	1	1	21400.0	0.0
30719	2011	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 45 a 59 años	5 - OTRO	NO REPORTADO	1	1	0	23600.0	1	1	23600.0	0.0
30720	2011	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	4	6	0	226390.0	10	6	226390.0	0.0
30721	2011	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO APLICA	1	1	0	21400.0	1	1	21400.0	0.0
30723	2011	70 - Sucre	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 45 a 59 años	5 - OTRO	NO REPORTADO	1	2	0	88000.0	3	2	88000.0	0.0
30725	2011	70 - Sucre	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 45 a 59 años	1 - CONTRIBUTIVO	NIVEL 1	1	1	0	13123.0	1	1	21423.0	8300.0
30726	2011	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	5	14	3311107	1207617.0	181	39	1095767.0	29400.0
30727	2011	70 - Sucre	Rural	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	1	2	0	72200.0	3	2	72200.0	0.0
30728	2011	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	26750.0	1	1	26750.0	0.0
30729	2011	70 - Sucre	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	1	2	10910	26000.0	3	1	26000.0	0.0
30730	2011	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO APLICA	3	4	0	57620.0	5	3	74220.0	16600.0
30731	2011	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	0.0	1	1	0.0	0.0
30732	2011	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	2	1	0	56600.0	3	2	56600.0	0.0
30733	2011	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	5	13	17600	740970.0	37	29	740970.0	0.0
30734	2011	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	1	3	0	60600.0	3	3	60600.0	0.0
30735	2011	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	6	7	0	507150.0	22	7	507150.0	0.0
30736	2011	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	2	2	0	82000.0	4	3	82000.0	0.0
30739	2011	70 - Sucre	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NIVEL 1	1	1	0	16540.0	2	1	20740.0	4200.0
30740	2011	70 - Sucre	Rural	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	39800.0	2	1	39800.0	0.0
30741	2011	70 - Sucre	Rural	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	1	2	33800	10944.0	4	2	10944.0	0.0
30743	2012	70 - Sucre	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 45 a 59 años	5 - OTRO	NO REPORTADO	1	1	0	45600.0	2	1	45600.0	0.0
30744	2012	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	4	22	2245869	1550351.0	178	47	1476006.0	88000.0
30745	2012	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NIVEL 2	1	1	0	30020.0	4	1	30020.0	0.0
30746	2012	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	6	17	149000	1298980.0	66	37	1298980.0	0.0
30747	2012	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	26750.0	1	1	26750.0	0.0
30748	2012	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	5 - OTRO	NIVEL 2	1	1	0	37530.0	3	1	37530.0	6600.0
30749	2012	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NIVEL 1	2	2	20700	13855.0	4	2	13855.0	0.0
30750	2012	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	21400.0	1	1	21400.0	0.0
30751	2012	70 - Sucre	Rural	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NIVEL 1	1	1	0	44000.0	2	1	44000.0	0.0
30752	2012	70 - Sucre	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	0.0	3	1	0.0	0.0
30753	2012	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO APLICA	2	2	0	44000.0	2	2	44000.0	0.0
30754	2012	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	3	5	0	173225.0	9	6	173225.0	0.0
30755	2012	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	3	4	72425	57510.0	10	3	59710.0	2200.0
30756	2012	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	4	6	0	246251.0	13	8	246251.0	0.0
30757	2012	70 - Sucre	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	2	4	30700	109552.0	14	4	78912.0	13200.0
30758	2012	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	58800.0	2	1	58800.0	0.0
30759	2012	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO APLICA	2	4	0	56070.0	7	3	62550.0	24000.0
30760	2012	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	5 - OTRO	NO REPORTADO	1	3	0	84235.0	7	3	57955.0	8800.0
30761	2012	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 2	1	1	0	22686.0	1	1	22686.0	0.0
30762	2012	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	5 - OTRO	NO REPORTADO	1	1	0	22600.0	1	1	22600.0	0.0
30763	2012	70 - Sucre	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	1	2	17000	138562.0	14	1	138562.0	0.0
30764	2012	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	53500.0	2	1	53500.0	0.0
30765	2012	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	3	3	0	48436.0	3	3	48436.0	0.0
30770	2012	70 - Sucre	Rural	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	3	5	0	218300.0	8	6	217200.0	0.0
30771	2012	70 - Sucre	Rural	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	1	1	25700	0.0	2	1	0.0	0.0
30773	2013	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	4	6	18590	116551.0	10	7	125651.0	25100.0
30774	2013	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 2	1	1	0	26460.0	1	1	26460.0	0.0
30776	2013	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	5	17	324019	795849.0	81	44	730404.0	103000.0
30777	2013	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	27200.0	1	1	27200.0	0.0
30779	2013	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	2	2	0	22700.0	2	2	22700.0	0.0
30780	2013	70 - Sucre	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	3	6	153880	86366.0	10	4	86366.0	0.0
30782	2013	70 - Sucre	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	1	2	0	75700.0	3	3	75700.0	0.0
30784	2013	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 45 a 59 años	5 - OTRO	NO REPORTADO	1	1	0	8755.0	1	1	0.0	9100.0
30785	2013	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	4	15	689820	1357551.0	57	28	1357551.0	0.0
30786	2013	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	4	2	0	406875.0	8	6	406875.0	0.0
30788	2013	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO APLICA	1	1	0	38700.0	2	1	43300.0	4600.0
30789	2013	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	2	3	0	63620.0	5	3	59020.0	9200.0
30790	2013	70 - Sucre	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	5 - OTRO	NO REPORTADO	1	1	0	12510.0	1	1	12510.0	2300.0
30791	2013	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	3	4	31950	138122.0	7	5	138122.0	0.0
30792	2013	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	1	3	9060	67985.0	4	2	67985.0	0.0
30793	2013	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NIVEL 2	1	1	0	25020.0	2	1	25020.0	0.0
30794	2013	70 - Sucre	Rural	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	3	3	0	79095.0	3	3	79095.0	0.0
30795	2013	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	5 - OTRO	NO REPORTADO	1	2	0	56285.0	6	3	12510.0	27400.0
30796	2013	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	5	9	32100	447920.0	17	9	447920.0	0.0
30797	2013	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 2	1	1	0	59000.0	2	1	59000.0	0.0
30798	2013	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO APLICA	2	2	0	100068.0	2	2	100068.0	0.0
30799	2013	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	7	27	1123540	3137703.0	160	72	3137703.0	0.0
30800	2013	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	3	10	101775	546795.0	28	7	546795.0	0.0
30801	2013	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	58800.0	2	1	58800.0	0.0
30803	2013	70 - Sucre	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	23100.0	1	1	23100.0	0.0
30804	2013	70 - Sucre	Rural	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	4	9	42000	335250.0	14	11	335250.0	0.0
30805	2013	70 - Sucre	Rural	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	2	2	0	135980.0	4	2	135980.0	0.0
30806	2014	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	3	2	0	193618.0	6	4	193618.0	0.0
30807	2014	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	3	9	99316	154508.0	22	8	166408.0	26300.0
30808	2014	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO APLICA	1	1	0	10689.0	1	1	10689.0	0.0
30809	2014	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	8	40	2187370	7113423.0	341	122	7113423.0	0.0
30811	2014	70 - Sucre	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	2	2	11471	12510.0	4	2	12510.0	0.0
30812	2014	70 - Sucre	Rural	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	2	2	0	97000.0	3	2	97000.0	0.0
30813	2014	70 - Sucre	Rural	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO APLICA	2	2	0	47800.0	2	2	47800.0	0.0
30815	2014	70 - Sucre	Rural	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	2	2	0	183200.0	5	2	183200.0	0.0
30816	2014	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	7	16	153990	1795095.0	60	23	1795095.0	0.0
30817	2014	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO APLICA	4	9	179205	449565.0	24	8	449565.0	0.0
30818	2014	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NIVEL 2	1	2	0	25020.0	2	1	25020.0	0.0
30819	2014	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	1	2	38355	142000.0	10	2	142000.0	0.0
30820	2014	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	3	4	125251	135000.0	14	4	135000.0	0.0
30821	2014	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	5	24	1139542	1242150.0	164	53	1250940.0	174700.0
30822	2014	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	26000.0	1	1	26000.0	0.0
30823	2014	70 - Sucre	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 45 a 59 años	5 - OTRO	NO REPORTADO	1	1	0	182966.0	1	1	182966.0	0.0
30824	2014	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	2	2	0	104018.0	3	2	104018.0	0.0
30825	2014	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	4	10	81720	428480.0	22	16	428480.0	0.0
30826	2014	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 2	3	2	35500	215500.0	4	3	215500.0	0.0
30827	2014	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	4	6	31455	403500.0	15	7	403500.0	0.0
30828	2014	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	2	3	155215	95900.0	10	2	95900.0	0.0
30829	2014	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	5	16	196042	1148626.0	51	27	1148626.0	0.0
30832	2014	70 - Sucre	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	1	2	0	25020.0	4	2	25020.0	4800.0
30834	2014	70 - Sucre	Rural	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	6	10	18795	480570.0	20	8	480570.0	0.0
30835	2014	70 - Sucre	Rural	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	6	12	86140	1125300.0	39	20	1125300.0	0.0
30836	2014	70 - Sucre	Rural	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	3 - VINCULADO	NO REPORTADO	1	1	0	24100.0	1	1	24100.0	0.0
30837	2015	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 2	1	1	0	59200.0	4	1	59200.0	0.0
30838	2015	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	8	40	2249327	11627381.0	457	128	11627381.0	0.0
30839	2015	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	1	2	134978	140000.0	4	3	140000.0	0.0
30840	2015	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO APLICA	1	2	251100	111600.0	15	1	111600.0	0.0
30841	2015	70 - Sucre	Rural	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO APLICA	3	3	41200	619468.0	9	3	619468.0	0.0
30842	2015	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO APLICA	3	9	112028	162321.0	27	12	186321.0	17500.0
30843	2015	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	25800.0	1	1	25800.0	0.0
30844	2015	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	6	17	806310	2057555.0	70	26	2057555.0	0.0
30845	2015	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	4	5	86598	106580.0	12	5	118780.0	12400.0
30846	2015	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO APLICA	4	4	0	563400.0	12	4	563400.0	0.0
30847	2015	70 - Sucre	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NO APLICA	1	1	0	25200.0	1	1	25200.0	0.0
30848	2015	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	4	10	683025	1156150.0	49	15	1156150.0	0.0
30849	2015	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 2	1	1	0	74400.0	2	1	74400.0	0.0
30850	2015	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 2	1	1	0	111600.0	3	1	111600.0	0.0
30851	2015	70 - Sucre	Centro Poblado	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	1	4	0	428400.0	10	4	428400.0	0.0
30852	2015	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NIVEL 2	1	1	0	12510.0	1	1	12510.0	0.0
30853	2015	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO REPORTADO	5	25	5520308	1182502.0	294	46	1217650.0	149400.0
30855	2015	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	1 - CONTRIBUTIVO	NIVEL 1	1	1	22866	0.0	1	1	0.0	0.0
30856	2015	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 45 a 59 años	1 - CONTRIBUTIVO	NO APLICA	1	1	0	9630.0	1	1	9630.0	0.0
30857	2015	70 - Sucre	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 45 a 59 años	5 - OTRO	NO APLICA	1	1	14730	0.0	1	1	0.0	0.0
30858	2015	70 - Sucre	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 45 a 59 años	5 - OTRO	NO REPORTADO	1	1	0	220000.0	1	1	220000.0	0.0
30859	2015	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NIVEL 1	3	3	0	519600.0	12	4	519600.0	0.0
30860	2015	70 - Sucre	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 45 a 59 años	2 - SUBSIDIADO	NO REPORTADO	6	15	175195	1941004.0	56	26	1941004.0	0.0
